nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800911,alto,alto,medio_alto,medio_alto,bajo,medio_bajo,bajo,alto,alto,bajo,40,70,30,68,54,80,64,37,32,15,49,79,No
800912,medio,medio_alto,medio_alto,alto,medio,medio_bajo,medio_alto,bajo,medio_alto,medio,30,70,70,70,15,85,15,16,15,19,83,27,Yes
800913,medio_bajo,medio,medio,medio,alto,alto,medio_alto,alto,bajo,medio_alto,70,30,52,54,46,15,15,15,61,85,70,84,No
800914,medio,medio_alto,medio,medio_bajo,alto,medio_alto,bajo,bajo,bajo,medio_bajo,30,30,36,36,68,25,63,75,85,44,22,49,No
800915,medio,medio,medio_alto,medio_bajo,bajo,medio,medio,bajo,medio_alto,alto,30,70,30,32,84,16,37,85,76,73,27,66,Yes
800916,alto,medio_alto,medio_bajo,bajo,medio,medio,medio_bajo,alto,alto,medio_bajo,70,30,30,70,35,48,15,85,64,71,64,52,No
800917,medio_bajo,medio,bajo,medio,alto,alto,medio_bajo,medio_bajo,bajo,alto,46,70,30,30,78,76,15,67,15,55,95,85,No
800918,medio,bajo,medio,medio_alto,medio_bajo,medio,medio_bajo,medio_alto,bajo,medio_alto,70,40,30,48,15,24,15,79,85,61,5,70,No
800919,medio_alto,bajo,medio_bajo,alto,medio_alto,bajo,medio_bajo,medio,medio_alto,bajo,49,56,45,30,85,21,18,85,55,76,29,35,Yes
800920,bajo,medio_bajo,medio,medio,medio,medio_bajo,medio,medio_alto,alto,medio_alto,70,70,55,30,40,20,85,24,77,38,45,61,No
800921,medio,alto,medio,medio_alto,alto,medio,medio_alto,medio,alto,medio,32,59,42,70,34,85,57,45,49,85,42,85,No
800922,alto,medio_alto,bajo,medio_alto,bajo,bajo,bajo,bajo,medio_bajo,medio_alto,50,58,70,70,75,15,85,85,85,38,95,16,No
800923,medio_alto,bajo,bajo,bajo,bajo,medio,bajo,medio_bajo,bajo,bajo,47,70,65,70,33,85,43,27,70,15,64,15,Yes
800924,medio_alto,medio,medio_alto,bajo,bajo,medio_alto,medio_alto,medio,bajo,alto,70,70,38,57,79,60,43,24,46,83,82,42,No
800925,medio_bajo,bajo,medio_bajo,alto,bajo,medio_alto,medio_alto,alto,medio_bajo,medio_bajo,30,53,30,66,15,32,15,60,85,22,33,85,Yes
800926,medio,bajo,medio_bajo,alto,alto,bajo,medio,medio,medio_bajo,alto,30,70,42,30,17,33,51,85,85,67,12,15,No
800927,bajo,alto,medio_bajo,medio_bajo,medio_alto,bajo,bajo,medio_alto,medio,medio_alto,38,70,36,30,44,53,62,62,69,85,26,15,No
800928,medio,medio,medio,medio_alto,bajo,medio_bajo,medio_bajo,medio_bajo,bajo,alto,49,70,31,70,42,76,70,67,48,16,27,78,No
800929,medio,medio_alto,medio_alto,medio_bajo,alto,medio_alto,medio_bajo,medio,alto,medio_alto,70,31,70,62,85,25,33,85,39,85,95,71,No
800930,medio_alto,medio_bajo,medio_alto,bajo,medio_alto,medio_bajo,alto,medio_alto,medio_alto,alto,48,30,38,70,85,49,53,59,42,17,8,33,Yes
800931,alto,bajo,medio_alto,medio,bajo,alto,alto,medio_bajo,alto,medio_alto,38,65,32,54,81,15,85,70,80,29,51,15,Yes
800932,medio,bajo,medio_alto,bajo,medio,medio_alto,medio,medio_alto,medio_alto,medio_alto,30,54,30,70,62,60,85,31,53,15,27,71,Yes
800933,medio_bajo,medio_bajo,medio_alto,bajo,bajo,medio_bajo,alto,medio_bajo,bajo,medio_bajo,65,62,30,30,46,83,57,62,85,18,6,15,No
800934,medio_bajo,medio,medio_alto,bajo,medio_bajo,medio_bajo,medio_alto,alto,bajo,alto,47,30,70,30,38,50,53,71,59,52,48,84,No
800935,medio_alto,medio_bajo,medio_alto,alto,medio_alto,medio_bajo,medio_alto,medio_bajo,medio_bajo,alto,64,70,30,30,75,15,15,39,26,65,95,46,No
800936,medio,medio_bajo,alto,medio,medio_bajo,medio_alto,alto,medio,alto,medio,70,66,30,39,16,63,85,15,65,15,93,23,No
800937,medio,bajo,medio_alto,alto,medio_bajo,medio_bajo,bajo,medio_bajo,bajo,medio,70,59,30,46,15,85,15,15,85,85,84,78,Yes
800938,medio,medio_bajo,alto,medio,alto,alto,bajo,bajo,bajo,medio_bajo,49,70,48,70,15,22,55,17,28,17,26,72,Yes
800939,alto,medio_alto,medio_alto,bajo,medio,medio_bajo,bajo,medio_bajo,alto,alto,34,53,55,30,38,85,44,55,76,46,69,77,No
800940,bajo,medio,medio_bajo,bajo,bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio,30,35,70,65,15,52,27,85,50,85,26,78,Yes
800941,medio_bajo,alto,bajo,alto,bajo,medio_bajo,medio,medio_bajo,medio,medio,70,70,36,45,68,78,69,80,15,22,66,61,No
800942,bajo,alto,medio_alto,bajo,medio,bajo,medio_bajo,bajo,medio_alto,medio,70,70,50,30,16,43,63,71,85,43,20,85,Yes
800943,medio,medio_bajo,bajo,alto,medio_alto,alto,medio_alto,medio_alto,alto,medio_alto,42,30,70,31,50,77,42,53,25,62,61,77,No
800944,medio,alto,medio,medio_alto,medio_bajo,medio_alto,alto,medio_bajo,alto,medio_alto,30,70,53,49,15,15,54,85,15,26,88,74,No
800945,medio_alto,bajo,alto,bajo,medio_alto,medio,bajo,alto,medio,alto,70,70,70,36,85,49,22,15,30,22,96,15,Yes
800946,medio,bajo,medio,bajo,alto,medio_bajo,bajo,medio_alto,medio,alto,70,57,30,30,82,76,65,85,81,20,3,56,No
800947,bajo,medio,medio_alto,medio,medio,alto,medio_alto,alto,medio,medio_bajo,30,30,43,70,75,85,25,15,85,72,76,44,No
800948,medio_bajo,medio_alto,medio,medio,medio_alto,alto,alto,alto,medio_bajo,medio_bajo,50,70,30,61,53,15,37,69,64,85,27,85,Yes
800949,bajo,medio_bajo,medio,medio_bajo,medio,medio,medio_alto,medio,alto,medio,31,48,51,30,18,46,25,15,27,45,82,85,No
800950,bajo,alto,medio_alto,medio_bajo,alto,bajo,bajo,medio,medio,bajo,70,30,70,40,30,53,79,85,38,17,10,33,No
800951,medio,medio_bajo,bajo,alto,alto,medio_bajo,medio_bajo,medio,medio_bajo,medio_bajo,30,70,70,56,68,20,75,77,18,60,47,58,Yes
800952,medio_alto,bajo,medio_alto,alto,medio_alto,alto,alto,alto,medio,medio_bajo,70,65,40,31,20,63,61,72,66,35,66,41,Yes
800953,alto,medio,bajo,medio,alto,medio_alto,medio,alto,bajo,medio,53,39,30,30,72,15,59,69,73,85,18,85,Yes
800954,medio_bajo,bajo,alto,medio_bajo,medio,medio_alto,bajo,medio,medio_alto,bajo,30,70,30,36,45,42,58,44,41,15,39,85,No
800955,alto,medio,medio_bajo,alto,alto,medio,alto,medio,medio_alto,medio_alto,45,30,30,60,15,41,29,15,45,52,89,85,Yes
800956,medio_bajo,medio_bajo,bajo,medio,medio_bajo,alto,medio_alto,alto,medio,medio,50,70,70,51,45,36,85,67,69,71,97,58,Yes
800957,medio_bajo,alto,alto,medio_alto,medio_bajo,medio_alto,medio,medio_alto,bajo,medio_bajo,70,45,70,32,85,37,18,51,85,41,8,42,No
800958,medio,alto,medio_alto,medio_bajo,medio_alto,medio_bajo,medio,bajo,medio_bajo,medio,33,69,70,30,73,46,83,65,15,15,50,27,Yes
800959,medio,medio,medio_alto,bajo,bajo,medio_bajo,medio_alto,medio_alto,medio_alto,alto,33,30,30,70,52,26,85,77,85,51,13,49,No
800960,medio,medio_bajo,alto,medio_alto,medio_alto,alto,alto,alto,medio_alto,medio_bajo,54,30,43,70,44,83,72,15,75,85,70,85,No
800961,alto,alto,bajo,bajo,alto,alto,alto,medio,medio,alto,49,30,70,30,38,27,68,66,85,72,87,76,Yes
800962,bajo,medio_alto,medio_bajo,medio,medio_alto,bajo,medio_alto,medio_alto,bajo,medio,49,30,70,70,53,53,85,36,85,34,77,53,Yes
800963,alto,medio_alto,medio_alto,medio_alto,alto,bajo,medio_bajo,alto,medio_bajo,bajo,30,70,30,35,82,60,62,69,15,37,70,15,No
800964,medio_bajo,medio_alto,medio,medio_bajo,alto,medio_bajo,medio,alto,bajo,bajo,34,46,70,30,48,49,27,85,70,21,46,68,No
800965,bajo,medio_alto,bajo,medio_alto,medio,bajo,medio,bajo,medio_bajo,medio_alto,70,70,62,63,53,15,45,85,85,44,45,85,Yes
800966,medio_bajo,alto,alto,medio_bajo,medio,medio_bajo,medio_alto,bajo,alto,medio,70,39,40,70,85,72,65,67,21,15,66,85,No
800967,alto,medio,medio_bajo,medio_alto,medio,bajo,bajo,alto,medio_alto,medio_alto,55,30,30,40,85,15,85,36,15,19,24,15,Yes
800968,medio_alto,medio_bajo,medio_bajo,medio,medio,medio_alto,alto,medio,bajo,medio_alto,30,70,30,38,67,68,45,85,68,23,77,85,No
800969,medio,medio,medio,alto,medio,medio_alto,alto,medio,medio_alto,bajo,52,30,70,30,18,45,15,47,32,15,74,85,No
800970,alto,bajo,medio,alto,alto,bajo,medio,medio,medio_alto,bajo,70,30,70,30,50,38,34,81,85,55,88,85,No
800971,alto,alto,alto,bajo,medio_alto,alto,medio_alto,medio,bajo,medio_bajo,70,45,70,65,15,15,48,20,37,50,29,72,No
800972,alto,medio_bajo,medio_alto,medio,medio,medio_bajo,medio,medio,alto,bajo,70,70,30,70,57,66,71,15,41,70,31,72,Yes
800973,medio,medio_alto,alto,bajo,alto,alto,bajo,bajo,medio_bajo,medio_bajo,58,68,58,70,68,73,15,80,60,67,11,85,No
800974,medio_alto,medio,medio,bajo,medio,bajo,alto,medio_bajo,bajo,medio_bajo,70,30,53,70,21,78,85,20,66,54,48,15,Yes
800975,bajo,alto,bajo,medio,bajo,medio_alto,bajo,medio,medio_bajo,bajo,45,30,59,70,85,25,56,52,15,44,93,15,Yes
800976,bajo,medio_alto,bajo,bajo,medio,medio_alto,alto,bajo,medio_bajo,medio_alto,35,70,49,30,56,36,83,70,58,66,88,69,Yes
800977,medio_bajo,medio,medio_bajo,medio_bajo,alto,alto,bajo,medio,alto,medio_bajo,66,64,30,70,85,67,42,15,19,17,51,46,No
800978,medio,medio_alto,medio_bajo,alto,bajo,bajo,alto,medio_alto,alto,medio,46,70,70,39,85,84,45,27,15,79,22,72,Yes
800979,bajo,alto,medio,medio_bajo,bajo,medio,medio,alto,medio_bajo,alto,30,51,58,64,15,28,61,69,15,37,6,81,Yes
800980,alto,alto,medio_alto,medio_alto,bajo,bajo,medio_bajo,bajo,medio_bajo,alto,70,70,30,41,62,15,64,28,41,54,51,85,Yes
800981,medio_alto,medio_alto,medio_alto,medio_alto,medio,medio_alto,medio_bajo,bajo,bajo,medio_bajo,70,36,34,30,38,85,43,15,85,85,39,58,Yes
800982,bajo,bajo,medio_bajo,bajo,alto,medio,bajo,medio_bajo,bajo,medio_alto,70,30,32,70,76,46,43,47,15,15,80,85,Yes
800983,medio_bajo,bajo,medio_bajo,medio,medio,medio_bajo,bajo,alto,medio_bajo,bajo,30,30,70,30,44,44,63,31,15,77,73,15,No
800984,bajo,medio,alto,medio,medio_alto,medio,alto,medio_bajo,bajo,bajo,30,70,70,30,35,43,59,23,41,55,13,38,No
800985,medio,medio_alto,bajo,medio_bajo,medio,bajo,bajo,bajo,medio,medio,70,30,53,56,31,31,23,19,48,71,32,85,Yes
800986,medio_bajo,bajo,medio_alto,medio,medio,alto,bajo,medio_alto,medio,medio,36,30,30,62,15,18,67,44,29,15,88,21,Yes
800987,medio_alto,alto,alto,alto,medio,bajo,alto,medio_bajo,bajo,medio,43,70,30,70,85,53,40,58,54,18,77,34,Yes
800988,medio,medio_bajo,medio_bajo,medio,bajo,medio_alto,bajo,medio_bajo,medio_alto,bajo,31,70,31,30,39,45,67,85,52,15,20,85,No
800989,medio_alto,bajo,medio_alto,medio_alto,bajo,medio_alto,medio_alto,medio_bajo,medio,alto,70,70,70,30,61,35,80,48,18,39,37,15,No
800990,medio,medio_alto,medio_bajo,medio_alto,bajo,medio_alto,medio_bajo,medio_alto,medio_bajo,alto,56,30,30,68,55,61,63,78,34,72,50,64,No
800991,medio_alto,medio,bajo,medio,medio_alto,medio,bajo,alto,bajo,medio_alto,30,33,70,30,41,33,64,77,85,15,43,85,Yes
800992,bajo,medio_bajo,medio,bajo,alto,bajo,medio_alto,medio_alto,medio_bajo,medio,33,30,70,30,48,41,62,53,39,16,20,32,No
800993,medio_bajo,medio_alto,medio_alto,medio_bajo,medio,bajo,medio_alto,bajo,alto,medio_bajo,36,54,48,70,15,48,15,30,85,60,69,79,No
800994,medio,medio,alto,bajo,medio_bajo,alto,medio_bajo,medio_alto,bajo,medio_alto,43,70,31,60,15,64,82,26,15,56,84,66,No
800995,medio,alto,medio,medio_bajo,alto,bajo,medio_bajo,medio_alto,alto,medio,52,65,70,30,85,28,77,17,15,30,51,15,No
800996,medio,medio,bajo,alto,bajo,medio,bajo,alto,medio,medio_alto,30,62,66,30,20,85,23,15,46,85,29,15,No
800997,medio,medio_alto,medio_alto,medio,medio,medio_bajo,medio,medio_alto,alto,medio_alto,70,70,30,30,15,36,58,59,85,60,55,28,No
800998,medio_bajo,alto,medio_bajo,bajo,alto,medio_bajo,medio_alto,medio,medio_alto,bajo,30,37,70,30,30,23,81,85,45,50,58,15,Yes
800999,alto,bajo,medio,bajo,medio,medio_bajo,medio_alto,alto,medio_alto,medio_bajo,30,70,30,54,54,58,49,80,78,57,24,76,No
