nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,paciencia,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800855,bajo,medio_alto,bajo,medio,medio,medio_bajo,bajo,medio,medio,alto,medio_alto,68,62,51,70,37,36,31,22,15,66,57,15,Yes
800856,medio_bajo,medio_bajo,medio_alto,bajo,medio_alto,alto,bajo,medio_alto,bajo,medio_alto,medio_bajo,30,57,30,30,85,48,22,84,63,69,85,50,No
800857,alto,medio,bajo,medio,medio_bajo,alto,medio_bajo,medio,medio,bajo,medio_alto,59,70,30,43,71,25,17,55,85,39,88,15,No
800858,medio_bajo,medio_bajo,medio,alto,medio_bajo,medio_alto,medio_bajo,alto,medio,medio,medio,30,32,66,70,15,20,15,38,19,15,20,59,Yes
800859,medio,bajo,alto,medio_bajo,medio_alto,bajo,bajo,medio_bajo,medio_alto,bajo,medio,30,30,52,55,16,15,47,53,77,85,7,27,Yes
800860,medio_alto,bajo,medio_alto,medio_alto,alto,bajo,medio_bajo,alto,alto,medio,bajo,32,69,30,43,70,71,80,85,69,54,1,48,No
800861,medio,alto,bajo,medio_alto,medio_bajo,bajo,medio_bajo,alto,alto,medio_bajo,bajo,30,70,70,70,46,68,85,15,50,39,40,36,Yes
800862,bajo,alto,medio_alto,alto,medio,alto,bajo,bajo,bajo,medio_bajo,medio,30,70,30,70,78,61,19,55,15,17,96,83,No
800863,medio_bajo,medio_alto,medio_alto,bajo,alto,medio_bajo,medio,medio_alto,alto,medio_alto,alto,64,70,57,70,15,77,74,45,85,73,70,29,Yes
800864,medio_alto,medio,bajo,alto,bajo,alto,medio,medio,medio,medio_bajo,alto,30,56,30,70,15,64,85,34,36,85,86,81,No
800865,bajo,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio_alto,alto,medio_alto,medio,medio_alto,31,30,32,70,16,60,40,60,70,15,95,51,Yes
800866,bajo,bajo,medio,medio_bajo,medio_alto,bajo,bajo,bajo,medio,medio,bajo,70,70,70,69,85,80,51,32,40,23,93,85,Yes
800867,medio_alto,medio_bajo,medio,medio,medio,bajo,medio_bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,41,65,65,30,15,46,62,72,43,74,72,43,No
800868,medio_alto,bajo,medio_alto,bajo,alto,bajo,bajo,bajo,medio_bajo,medio_alto,medio_bajo,58,50,44,70,61,70,54,85,17,85,80,85,No
800869,medio_bajo,alto,medio,medio_alto,medio_alto,medio,alto,medio,alto,alto,medio_alto,68,30,37,30,85,15,78,15,48,41,53,15,Yes
800870,medio,alto,bajo,medio_bajo,bajo,medio_bajo,alto,bajo,alto,bajo,medio,70,65,30,70,85,15,15,85,85,15,29,66,No
800871,medio_alto,bajo,alto,medio,medio_alto,bajo,medio,bajo,alto,bajo,medio,70,34,30,70,85,39,19,49,79,41,9,85,Yes
800872,medio_bajo,medio_alto,alto,alto,medio_alto,medio,medio,medio,medio_alto,alto,bajo,70,30,56,32,50,53,15,40,68,47,2,38,No
800873,medio_alto,bajo,bajo,bajo,medio,medio,medio_alto,medio,medio,medio_bajo,medio_alto,48,30,41,30,27,84,35,72,36,37,88,24,Yes
800874,medio,bajo,medio_alto,medio_bajo,medio_alto,bajo,medio_bajo,alto,alto,medio_alto,alto,30,64,30,43,57,28,85,37,25,17,30,80,No
800875,medio,alto,alto,alto,bajo,bajo,alto,alto,medio,medio_alto,alto,32,35,30,59,71,85,16,26,15,20,14,22,No
800876,medio,medio_alto,medio_alto,bajo,bajo,bajo,medio_alto,medio_alto,alto,medio_alto,medio_bajo,51,30,43,58,20,62,25,85,55,85,31,41,No
800877,medio,bajo,medio,medio_bajo,medio,medio_alto,bajo,bajo,medio,medio_alto,bajo,30,33,30,45,19,31,85,67,66,33,77,15,No
800878,medio_alto,medio,medio,medio_alto,bajo,medio,bajo,bajo,alto,bajo,alto,30,43,70,45,15,52,59,47,60,15,86,85,Yes
800879,medio_alto,bajo,medio_bajo,medio,bajo,medio_bajo,medio_bajo,bajo,bajo,medio_alto,medio_bajo,37,30,30,30,47,52,85,61,15,25,65,83,Yes
800880,medio_alto,bajo,alto,alto,medio,alto,medio_bajo,medio,medio,medio_bajo,medio,60,30,60,46,85,54,62,65,55,15,24,31,No
800881,bajo,medio_bajo,bajo,bajo,medio_bajo,bajo,medio,bajo,medio_alto,medio_alto,bajo,70,70,30,70,42,78,63,85,85,73,13,80,No
800882,medio_alto,medio_bajo,bajo,alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,medio,alto,alto,30,30,70,30,75,15,62,15,26,55,75,15,Yes
800883,bajo,medio_bajo,alto,medio_bajo,medio_bajo,medio_alto,alto,alto,medio_alto,medio_bajo,bajo,70,49,35,58,20,85,17,85,85,68,28,54,Yes
800884,alto,alto,alto,medio,alto,medio_alto,medio_alto,medio,medio_bajo,alto,bajo,63,30,42,30,46,55,50,32,30,38,93,85,No
800885,alto,medio,medio,medio_bajo,bajo,medio_alto,alto,alto,medio_bajo,medio_bajo,bajo,53,59,30,70,44,85,53,85,80,85,9,78,Yes
800886,medio_alto,bajo,medio_bajo,medio_alto,alto,medio_bajo,alto,medio_bajo,bajo,medio,alto,70,70,59,70,15,15,42,84,37,33,81,24,Yes
800887,medio,medio,medio_alto,medio_bajo,bajo,medio_bajo,alto,medio_alto,alto,bajo,medio_alto,66,43,43,60,74,45,20,15,85,28,28,48,No
800888,medio,medio_bajo,medio,medio_alto,medio,alto,bajo,bajo,medio_alto,medio_bajo,bajo,59,33,63,34,32,85,40,85,67,47,24,85,No
800889,bajo,medio_alto,medio,medio,alto,medio,alto,medio,medio_bajo,alto,alto,49,61,67,70,26,29,15,53,57,68,44,85,Yes
800890,alto,medio_alto,alto,medio,bajo,medio_bajo,alto,bajo,medio_alto,medio_alto,bajo,60,30,55,30,85,85,71,64,67,18,72,28,No
800891,medio,bajo,medio,medio_alto,alto,medio,bajo,alto,bajo,medio_bajo,medio_alto,70,70,70,70,85,85,68,85,81,79,53,71,No
800892,alto,medio_bajo,medio,bajo,bajo,medio,medio_bajo,alto,medio,alto,medio,34,48,70,30,37,59,33,85,15,17,86,43,No
800893,medio,medio_alto,bajo,medio_bajo,bajo,bajo,medio,bajo,alto,medio_bajo,medio,46,65,54,70,32,60,73,22,85,15,42,62,No
800894,medio_alto,medio_bajo,medio,medio_bajo,medio_alto,medio,medio,medio,medio_bajo,bajo,bajo,37,30,70,47,15,15,50,41,15,15,40,55,Yes
800895,medio_alto,medio,alto,medio_bajo,alto,medio_bajo,medio_alto,alto,bajo,bajo,alto,70,30,41,30,76,85,84,66,85,34,51,52,No
800896,alto,medio,medio_alto,medio_alto,medio_alto,bajo,alto,medio,medio_alto,alto,medio_alto,70,68,30,68,64,62,77,79,15,15,39,37,Yes
800897,medio,medio_bajo,medio_alto,bajo,medio_bajo,bajo,medio,medio_alto,medio_bajo,bajo,medio_alto,47,70,30,35,50,41,74,85,78,15,36,51,Yes
800898,medio,bajo,medio_alto,bajo,medio,alto,bajo,medio_alto,alto,bajo,medio_alto,70,51,30,30,85,19,85,30,15,72,52,48,Yes
800899,medio_alto,medio_bajo,medio_bajo,medio_bajo,alto,medio,medio,medio,medio_bajo,medio_bajo,medio,70,30,30,38,37,85,23,85,48,45,48,28,No
800900,bajo,bajo,medio_alto,medio_bajo,medio_bajo,bajo,medio,medio_bajo,alto,bajo,bajo,70,30,30,70,15,53,35,52,47,15,57,15,Yes
800901,medio_alto,alto,medio_alto,bajo,medio,alto,medio_bajo,medio,medio_bajo,medio_bajo,medio_bajo,70,30,42,70,18,35,52,76,44,38,9,50,No
800902,bajo,medio_bajo,alto,medio_alto,alto,medio_bajo,bajo,medio_bajo,medio_bajo,medio_alto,alto,43,68,30,70,24,69,41,85,85,64,38,23,Yes
800903,medio,medio_bajo,medio,medio_bajo,bajo,alto,alto,bajo,medio_bajo,medio_bajo,alto,66,63,30,30,24,80,36,60,33,41,76,46,Yes
800904,alto,bajo,medio_bajo,medio_bajo,alto,bajo,medio,bajo,medio_alto,medio_alto,medio_bajo,30,30,47,70,15,39,15,66,85,83,72,85,No
800905,medio_alto,medio,alto,bajo,alto,alto,medio,alto,medio_alto,medio,medio,70,38,70,30,85,15,21,15,83,41,72,60,No
800906,medio,alto,medio_alto,medio_bajo,alto,medio,bajo,alto,medio_bajo,medio,bajo,43,30,30,47,33,29,15,69,39,83,92,22,No
800907,alto,alto,bajo,alto,medio,medio_bajo,alto,medio,alto,bajo,bajo,70,70,34,70,42,74,53,15,52,85,57,75,No
800908,medio,medio,alto,medio_alto,medio,bajo,medio,medio_alto,alto,medio_alto,bajo,48,55,30,30,23,53,85,61,15,35,79,17,No
800909,medio_alto,medio,bajo,medio_alto,medio_bajo,alto,medio,alto,bajo,alto,alto,57,30,70,30,74,15,85,74,56,85,2,85,Yes
800910,medio_bajo,alto,bajo,medio,bajo,bajo,medio_bajo,alto,medio,alto,bajo,70,30,35,70,85,15,34,41,65,73,70,85,No
800911,medio_alto,alto,bajo,medio,medio,alto,medio_alto,medio_bajo,alto,alto,medio_bajo,53,42,35,70,15,42,57,15,36,19,96,80,Yes
800912,alto,medio_bajo,bajo,medio_alto,bajo,alto,alto,alto,alto,bajo,medio,38,70,30,68,63,59,15,47,85,85,33,49,No
800913,alto,bajo,bajo,medio_bajo,alto,medio,medio_bajo,medio,medio,medio,medio_bajo,38,58,66,70,15,63,38,17,75,15,3,83,Yes
800914,medio_bajo,medio_alto,medio_alto,bajo,medio_bajo,medio_alto,medio,medio_alto,medio_bajo,alto,medio,51,70,70,45,30,84,33,69,83,73,96,85,No
800915,medio,bajo,medio_bajo,medio_alto,medio_alto,medio,alto,alto,medio_bajo,medio,alto,70,70,70,30,15,15,78,50,38,72,34,25,Yes
800916,medio,medio_bajo,alto,alto,bajo,medio,medio,alto,medio_bajo,medio_alto,medio_alto,63,30,70,40,41,64,17,68,85,56,61,20,No
800917,bajo,medio,bajo,alto,alto,bajo,bajo,bajo,medio,medio_bajo,medio_bajo,54,30,70,43,70,66,33,84,30,15,80,39,No
800918,bajo,medio_alto,alto,medio_bajo,bajo,alto,bajo,medio_bajo,alto,medio_bajo,alto,33,42,30,70,15,55,60,85,15,44,62,62,No
800919,medio,medio_bajo,bajo,medio,medio,medio,medio,medio_alto,medio,medio,alto,30,49,70,57,57,85,15,85,62,50,80,45,Yes
800920,medio_alto,alto,alto,medio,bajo,medio_bajo,bajo,bajo,medio,medio_alto,alto,30,48,56,30,53,55,15,75,78,38,94,85,No
800921,medio_bajo,alto,bajo,medio_alto,bajo,alto,medio_alto,medio,alto,alto,alto,30,32,45,30,85,51,16,29,47,63,57,60,No
800922,medio_bajo,medio,bajo,medio_alto,medio_bajo,alto,bajo,medio_bajo,medio_alto,medio,medio_bajo,30,47,41,30,85,15,55,85,61,15,95,15,No
800923,bajo,medio_alto,medio_alto,medio_alto,medio,alto,medio_bajo,bajo,bajo,bajo,alto,70,30,44,70,71,83,85,33,85,57,20,18,No
800924,bajo,medio,medio_bajo,bajo,medio_bajo,medio_bajo,medio_bajo,alto,alto,medio_bajo,medio_bajo,30,44,30,30,67,15,79,32,17,38,98,15,No
800925,medio,alto,medio_bajo,alto,medio,medio_alto,medio,alto,medio_alto,medio_bajo,medio,53,70,30,30,72,52,53,47,30,55,40,74,No
800926,medio,medio_bajo,medio_alto,medio_bajo,medio,medio_bajo,medio_bajo,medio_alto,medio_bajo,alto,medio_alto,64,30,70,38,20,27,69,85,33,58,82,15,Yes
800927,medio_alto,medio,alto,bajo,bajo,bajo,medio_bajo,medio_alto,medio,medio,bajo,69,70,70,36,48,85,85,15,53,47,78,24,No
800928,medio,medio_alto,medio,medio_bajo,medio_bajo,alto,medio_alto,alto,alto,medio_alto,bajo,48,30,33,30,34,85,61,30,29,15,32,50,Yes
800929,medio,alto,alto,medio_bajo,medio_alto,bajo,alto,bajo,alto,alto,medio,30,30,70,70,15,20,23,40,31,85,88,42,Yes
800930,alto,medio,medio_alto,medio,medio_alto,medio_alto,medio,medio_alto,medio_alto,medio_alto,medio,66,30,30,70,15,82,84,84,66,85,54,23,Yes
800931,medio,medio,medio_alto,alto,medio,medio,alto,medio_alto,medio,medio_alto,medio,30,70,52,30,66,15,15,84,18,76,32,26,Yes
800932,bajo,bajo,medio_bajo,bajo,medio,medio,bajo,medio_alto,medio,medio_alto,medio_bajo,68,70,70,41,68,69,68,81,85,83,91,72,Yes
800933,medio_bajo,medio_alto,medio_alto,bajo,medio,alto,medio_alto,medio_alto,medio_alto,alto,medio_bajo,70,30,65,70,34,45,84,19,67,61,12,71,Yes
800934,medio,medio_alto,medio_alto,bajo,alto,bajo,medio_alto,medio,medio_bajo,alto,bajo,58,30,51,51,15,15,15,78,74,41,96,85,No
800935,alto,bajo,bajo,medio,bajo,medio_alto,medio,medio_bajo,medio_alto,alto,bajo,41,70,70,33,22,85,85,28,17,47,72,85,Yes
800936,bajo,bajo,bajo,medio_bajo,medio_alto,alto,alto,bajo,medio,medio,medio_alto,47,30,69,30,16,41,40,15,15,71,63,49,Yes
800937,medio,medio_alto,medio_bajo,medio,alto,medio_bajo,bajo,medio_bajo,alto,bajo,medio_alto,30,30,48,70,85,24,85,60,63,28,78,20,No
800938,medio_bajo,alto,alto,medio_alto,medio_bajo,medio_alto,medio,medio_bajo,bajo,medio,medio,30,36,56,61,30,81,38,85,85,65,73,43,Yes
800939,bajo,medio_alto,medio,medio_alto,medio,medio_bajo,medio,medio,medio,alto,medio,67,41,37,36,52,48,32,35,70,15,90,35,No
800940,medio,medio_alto,bajo,bajo,medio_alto,alto,medio,bajo,bajo,medio_alto,medio_bajo,39,56,63,47,85,82,15,21,53,65,66,25,No
800941,bajo,alto,alto,alto,medio_bajo,medio,alto,medio_bajo,medio,bajo,alto,56,70,70,70,49,15,85,35,49,85,77,59,No
800942,medio,medio_bajo,bajo,alto,medio,bajo,medio,alto,medio_bajo,medio_bajo,alto,30,40,43,30,17,32,15,52,36,33,56,51,No
800943,medio,medio_alto,medio_alto,medio_bajo,medio_alto,bajo,alto,medio_alto,medio,bajo,medio_alto,70,70,35,70,59,43,85,15,85,22,71,15,No
800944,alto,alto,medio,medio_bajo,medio,bajo,bajo,medio_bajo,bajo,medio,medio,30,70,70,70,85,85,85,85,78,15,80,15,Yes
800945,medio,medio,medio,medio,medio_bajo,medio_alto,medio_bajo,bajo,medio,bajo,bajo,33,70,30,70,76,25,37,51,16,15,15,85,No
800946,alto,medio_bajo,medio_bajo,medio,medio,medio_alto,medio,medio_alto,medio,alto,bajo,68,70,69,30,85,53,77,85,85,21,27,81,No
800947,medio,medio_bajo,medio_bajo,medio_bajo,medio,alto,alto,alto,medio_alto,medio_alto,medio_alto,51,30,39,70,19,85,85,31,59,29,20,36,Yes
800948,alto,medio,medio,alto,bajo,medio,bajo,alto,alto,alto,medio,70,30,35,44,44,76,26,85,15,45,63,60,Yes
800949,medio,medio_bajo,bajo,medio_alto,medio_bajo,alto,medio_bajo,medio_alto,bajo,alto,medio,44,70,32,70,85,16,52,41,85,36,40,75,No
800950,medio_bajo,medio_bajo,alto,bajo,medio_bajo,medio,medio_bajo,bajo,medio_alto,medio_bajo,bajo,70,30,30,30,23,85,55,34,64,85,30,38,Yes
800951,medio_bajo,alto,medio_alto,medio_bajo,medio_alto,medio,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,30,70,60,70,85,17,54,77,15,15,34,62,Yes
800952,medio_alto,bajo,medio_alto,alto,bajo,alto,medio_alto,alto,medio_bajo,bajo,medio_bajo,64,30,70,70,85,22,76,85,49,22,3,85,Yes
800953,medio_alto,medio,medio_bajo,bajo,medio_alto,alto,medio,medio,alto,medio_bajo,medio,70,43,70,51,85,85,15,60,85,16,42,66,Yes
800954,medio_alto,medio_bajo,medio,medio,medio_bajo,medio_bajo,bajo,medio_bajo,alto,medio,medio_bajo,52,49,30,36,15,77,23,85,85,45,59,35,Yes
800955,medio_bajo,alto,medio,bajo,medio_alto,bajo,bajo,medio_alto,medio,medio_alto,bajo,34,30,35,70,49,67,85,64,30,47,13,20,Yes
800956,alto,medio,medio_bajo,medio,medio_bajo,alto,medio_bajo,bajo,medio,bajo,alto,66,30,30,70,71,30,53,15,62,85,25,44,No
800957,medio,bajo,medio_alto,medio,medio,medio_bajo,medio_bajo,medio,bajo,medio_alto,medio,70,57,38,63,76,36,45,15,15,15,11,71,No
800958,medio,alto,medio_alto,medio,medio_alto,alto,bajo,alto,bajo,bajo,alto,38,47,31,70,85,39,15,84,27,49,3,76,Yes
800959,medio,alto,medio_alto,medio_bajo,medio_bajo,medio,medio_alto,bajo,alto,medio_alto,medio,30,70,30,39,51,19,67,85,85,52,47,32,Yes
800960,alto,medio,alto,medio_alto,alto,medio_bajo,medio_alto,alto,medio_bajo,medio,medio,45,70,30,70,26,56,65,45,15,15,14,85,No
800961,medio_bajo,medio_bajo,alto,alto,medio,medio_bajo,medio_bajo,medio_alto,medio_bajo,medio_alto,medio,51,70,30,70,33,31,61,77,65,65,10,63,No
800962,bajo,bajo,bajo,medio,alto,bajo,medio_alto,medio,medio_bajo,alto,medio,70,62,42,46,30,18,19,53,31,34,56,30,No
800963,alto,medio_bajo,medio,medio_bajo,medio_alto,alto,alto,medio_bajo,medio,medio_alto,medio_alto,39,37,46,30,15,54,85,15,58,15,50,39,No
800964,alto,bajo,bajo,bajo,medio_alto,medio_bajo,alto,medio_bajo,bajo,medio,bajo,52,59,30,70,68,66,15,79,40,28,58,15,No
800965,alto,medio_alto,medio,medio,medio_bajo,medio_bajo,medio_alto,alto,medio,medio,bajo,70,66,70,42,65,15,53,72,85,77,73,85,Yes
800966,bajo,medio,medio,bajo,medio_alto,medio,medio_alto,alto,alto,medio,alto,30,30,70,32,29,54,15,77,77,20,22,77,Yes
800967,medio,medio_alto,medio_alto,alto,bajo,medio_bajo,medio_alto,medio_bajo,medio,medio_bajo,alto,30,30,30,54,84,37,85,16,85,19,63,15,No
800968,medio,bajo,alto,medio,medio,bajo,alto,bajo,medio_bajo,medio_alto,medio_bajo,33,48,70,30,67,85,56,58,42,32,68,30,Yes
800969,medio,alto,medio,medio,medio_bajo,alto,bajo,alto,medio_bajo,medio_alto,medio_bajo,30,70,41,70,15,15,85,15,80,85,36,33,Yes
800970,bajo,medio_alto,bajo,medio,alto,alto,medio,bajo,alto,medio,medio_bajo,66,62,30,70,50,19,71,24,23,40,17,85,No
800971,medio,medio,bajo,medio,alto,medio_bajo,medio_bajo,bajo,medio_alto,alto,medio_bajo,70,49,30,30,79,69,23,60,43,20,21,32,No
800972,medio,bajo,medio_alto,medio_bajo,medio,medio_bajo,bajo,medio_alto,bajo,alto,alto,65,30,70,60,72,75,70,50,46,47,11,33,No
800973,alto,alto,bajo,medio_alto,alto,medio_alto,medio,bajo,alto,alto,medio_alto,30,30,31,30,78,75,85,21,25,27,78,26,No
800974,medio,alto,bajo,medio,medio_bajo,bajo,alto,medio,medio_bajo,bajo,medio_bajo,70,30,30,30,53,64,59,29,63,15,93,80,Yes
800975,medio,medio_bajo,medio,medio,alto,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,medio_alto,70,70,31,30,24,76,82,84,28,70,100,26,No
800976,medio_bajo,bajo,alto,medio,medio_bajo,medio_alto,alto,bajo,alto,alto,alto,30,70,30,30,39,71,85,58,28,34,93,67,Yes
800977,medio_bajo,alto,alto,alto,medio_bajo,medio_bajo,bajo,medio_bajo,bajo,medio_alto,medio_bajo,30,70,70,70,70,46,66,44,63,78,34,80,No
800978,medio,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,medio,bajo,medio_alto,medio_bajo,alto,30,56,64,64,85,55,61,15,24,40,64,15,No
800979,medio,medio_alto,bajo,alto,alto,bajo,medio_bajo,medio_bajo,medio_alto,medio_alto,medio_alto,30,30,61,70,85,85,23,15,20,71,85,63,Yes
800980,medio,medio_bajo,alto,medio_bajo,alto,bajo,medio_alto,medio_alto,bajo,alto,alto,70,70,30,45,15,15,39,15,34,36,51,85,No
800981,medio,bajo,medio,medio,medio_alto,medio_alto,medio_alto,medio,medio,bajo,medio_bajo,70,50,56,30,39,85,66,15,53,85,94,15,Yes
800982,bajo,medio_alto,alto,medio,medio_bajo,bajo,medio_bajo,medio,medio_bajo,medio_bajo,alto,70,47,63,38,34,15,40,42,31,15,54,15,No
800983,alto,medio_bajo,alto,medio_bajo,medio,medio_bajo,medio_alto,medio,bajo,medio_alto,medio_bajo,70,70,37,30,43,79,15,15,37,35,17,51,No
800984,medio,alto,alto,medio_bajo,medio_alto,medio_alto,alto,bajo,bajo,medio,medio_alto,30,43,41,30,43,66,26,85,15,85,5,29,Yes
800985,medio_bajo,medio,medio_alto,alto,bajo,bajo,medio_bajo,alto,medio_bajo,bajo,medio_bajo,49,70,70,30,15,15,71,85,21,71,67,57,Yes
800986,medio,alto,bajo,medio,medio_alto,medio_bajo,medio_alto,medio_alto,medio,bajo,medio_alto,30,43,32,30,52,85,83,85,44,85,26,23,Yes
800987,medio,medio_bajo,medio,bajo,medio,medio_bajo,alto,medio_alto,medio_bajo,medio_alto,bajo,30,70,65,70,49,15,58,32,43,26,39,64,Yes
800988,bajo,medio_alto,alto,alto,alto,medio_bajo,medio,medio_bajo,alto,medio,medio_bajo,30,51,70,30,45,15,85,15,72,85,52,77,Yes
800989,medio,medio,alto,bajo,medio_bajo,alto,medio_bajo,bajo,alto,medio_alto,alto,70,54,66,56,16,63,22,63,49,84,29,53,No
800990,medio_bajo,medio,medio_alto,medio_alto,bajo,medio_alto,alto,medio,medio_alto,medio,medio_alto,70,35,53,59,62,51,42,48,15,42,63,66,No
800991,medio,medio_bajo,bajo,medio_alto,bajo,medio_alto,medio_alto,medio,alto,medio_alto,medio_alto,57,70,38,30,50,75,69,54,53,85,28,85,Yes
800992,alto,bajo,medio_alto,alto,medio_bajo,medio,bajo,medio,medio,alto,medio_bajo,70,66,30,70,63,15,27,74,65,25,2,35,No
800993,bajo,alto,medio_alto,medio_alto,medio_alto,medio,bajo,bajo,medio_bajo,medio,medio_bajo,70,70,30,70,82,27,27,82,31,67,97,83,No
800994,medio,bajo,medio,bajo,medio,medio_bajo,medio_bajo,medio,medio,medio,medio_bajo,70,67,51,70,15,49,70,85,71,15,82,85,Yes
800995,medio,bajo,medio_alto,alto,alto,medio,medio_alto,medio_bajo,alto,medio_alto,medio_alto,70,30,39,36,54,85,34,81,80,37,31,57,No
800996,medio_alto,medio_bajo,medio_bajo,medio_alto,alto,medio_bajo,bajo,medio_bajo,medio,alto,medio_alto,30,70,45,65,15,64,35,67,63,56,9,85,No
800997,medio_alto,alto,medio_bajo,medio_alto,medio_alto,bajo,medio_alto,medio_alto,medio,alto,medio_alto,42,63,30,66,64,15,41,22,20,60,37,43,Yes
800998,alto,medio_alto,medio,medio_alto,medio_alto,medio_bajo,medio,alto,bajo,alto,alto,30,41,45,53,85,33,15,76,31,26,14,85,Yes
800999,medio,medio_alto,alto,alto,alto,medio,medio_alto,medio_bajo,bajo,medio_alto,alto,30,30,30,53,62,18,62,85,85,15,81,28,No
